Entity,Code,Day,monthly_sea_surface_temperature_anomaly
Southern Hemisphere,,1944-11-15,-0.0962
Southern Hemisphere,,1944-12-15,0.0677
Southern Hemisphere,,1945-01-15,-0.0784
Southern Hemisphere,,1945-02-15,0.0952
Southern Hemisphere,,1945-03-15,0.0784
Southern Hemisphere,,1945-04-15,0.1668
Southern Hemisphere,,1945-05-15,-0.1333
Southern Hemisphere,,1945-06-15,0.0383
Southern Hemisphere,,1945-07-15,0.0244
Southern Hemisphere,,1945-08-15,0.3557
Southern Hemisphere,,1945-09-15,0.1784
Southern Hemisphere,,1945-10-15,0.226
Southern Hemisphere,,1945-11-15,0.0931
Southern Hemisphere,,1945-12-15,0.0095
Southern Hemisphere,,1946-01-15,0.0299
Southern Hemisphere,,1946-02-15,-0.184
Southern Hemisphere,,1946-03-15,0.0383
Southern Hemisphere,,1946-04-15,-0.0287
Southern Hemisphere,,1946-05-15,-0.3262
Southern Hemisphere,,1946-06-15,-0.5333
Southern Hemisphere,,1946-07-15,-0.2415
Southern Hemisphere,,1946-08-15,-0.4379
Southern Hemisphere,,1946-09-15,-0.2114
Southern Hemisphere,,1946-10-15,-0.0512
Southern Hemisphere,,1946-11-15,-0.4078
Southern Hemisphere,,1946-12-15,-0.4182
Southern Hemisphere,,1947-01-15,-0.1846
Southern Hemisphere,,1947-02-15,-0.3761
Southern Hemisphere,,1947-03-15,-0.3196
Southern Hemisphere,,1947-04-15,-0.0438
Southern Hemisphere,,1947-05-15,-0.236
Southern Hemisphere,,1947-06-15,-0.1762
Southern Hemisphere,,1947-07-15,-0.0465
Southern Hemisphere,,1947-08-15,-0.2494
Southern Hemisphere,,1947-09-15,-0.3406
Southern Hemisphere,,1947-10-15,-0.3526
Southern Hemisphere,,1947-11-15,-0.1679
Southern Hemisphere,,1947-12-15,-0.3498
Southern Hemisphere,,1948-01-15,-0.334
Southern Hemisphere,,1948-02-15,-0.2856
Southern Hemisphere,,1948-03-15,-0.0726
Southern Hemisphere,,1948-04-15,-0.2528
Southern Hemisphere,,1948-05-15,-0.0874
Southern Hemisphere,,1948-06-15,-0.2627
Southern Hemisphere,,1948-07-15,-0.3698
Southern Hemisphere,,1948-08-15,-0.2212
Southern Hemisphere,,1948-09-15,-0.3355
Southern Hemisphere,,1948-10-15,-0.1789
Southern Hemisphere,,1948-11-15,-0.2396
Southern Hemisphere,,1948-12-15,-0.322
Southern Hemisphere,,1949-01-15,-0.1466
Southern Hemisphere,,1949-02-15,-0.202
Southern Hemisphere,,1949-03-15,-0.1752
Southern Hemisphere,,1949-04-15,-0.0565
Southern Hemisphere,,1949-05-15,-0.1518
Southern Hemisphere,,1949-06-15,-0.2334
Southern Hemisphere,,1949-07-15,-0.1333
Southern Hemisphere,,1949-08-15,-0.2033
Southern Hemisphere,,1949-09-15,-0.0885
Southern Hemisphere,,1949-10-15,-0.2447
Southern Hemisphere,,1949-11-15,-0.2794
Southern Hemisphere,,1949-12-15,-0.2277
Southern Hemisphere,,1950-01-15,-0.3189
Southern Hemisphere,,1950-02-15,-0.3573
Southern Hemisphere,,1950-03-15,-0.3139
Southern Hemisphere,,1950-04-15,-0.2332
Southern Hemisphere,,1950-05-15,-0.16
Southern Hemisphere,,1950-06-15,-0.1209
Southern Hemisphere,,1950-07-15,0.0662
Southern Hemisphere,,1950-08-15,-0.0293
Southern Hemisphere,,1950-09-15,-0.1918
Southern Hemisphere,,1950-10-15,-0.1666
Southern Hemisphere,,1950-11-15,-0.394
Southern Hemisphere,,1950-12-15,-0.4953
Southern Hemisphere,,1951-01-15,-0.4257
Southern Hemisphere,,1951-02-15,-0.341
Southern Hemisphere,,1951-03-15,-0.4482
Southern Hemisphere,,1951-04-15,-0.2105
Southern Hemisphere,,1951-05-15,-0.2756
Southern Hemisphere,,1951-06-15,0.0598
Southern Hemisphere,,1951-07-15,-0.0534
Southern Hemisphere,,1951-08-15,-0.0404
Southern Hemisphere,,1951-09-15,-0.2276
Southern Hemisphere,,1951-10-15,-0.0446
Southern Hemisphere,,1951-11-15,-0.2471
Southern Hemisphere,,1951-12-15,-0.1905
Southern Hemisphere,,1952-01-15,0.0191
Southern Hemisphere,,1952-02-15,0.1223
Southern Hemisphere,,1952-03-15,-0.0289
Southern Hemisphere,,1952-04-15,0.0205
Southern Hemisphere,,1952-05-15,-0.0512
Southern Hemisphere,,1952-06-15,-0.0291
Southern Hemisphere,,1952-07-15,0.0092
Southern Hemisphere,,1952-08-15,-0.0314
Southern Hemisphere,,1952-09-15,-0.0329
Southern Hemisphere,,1952-10-15,-0.0058
Southern Hemisphere,,1952-11-15,0.018
Southern Hemisphere,,1952-12-15,-0.0758
Southern Hemisphere,,1953-01-15,-0.0881
Southern Hemisphere,,1953-02-15,0.0512
Southern Hemisphere,,1953-03-15,-0.0353
Southern Hemisphere,,1953-04-15,0.1078
Southern Hemisphere,,1953-05-15,0.1768
Southern Hemisphere,,1953-06-15,0.1315
Southern Hemisphere,,1953-07-15,0.0624
Southern Hemisphere,,1953-08-15,-0.1073
Southern Hemisphere,,1953-09-15,-0.0354
Southern Hemisphere,,1953-10-15,-0.064
Southern Hemisphere,,1953-11-15,-0.1157
Southern Hemisphere,,1953-12-15,-0.0504
Southern Hemisphere,,1954-01-15,-0.235
Southern Hemisphere,,1954-02-15,-0.0867
Southern Hemisphere,,1954-03-15,-0.0511
Southern Hemisphere,,1954-04-15,-0.2915
Southern Hemisphere,,1954-05-15,-0.2388
Southern Hemisphere,,1954-06-15,-0.2234
Southern Hemisphere,,1954-07-15,-0.3178
Southern Hemisphere,,1954-08-15,-0.2179
Southern Hemisphere,,1954-09-15,-0.209
Southern Hemisphere,,1954-10-15,-0.2074
Southern Hemisphere,,1954-11-15,-0.1708
Southern Hemisphere,,1954-12-15,-0.3482
Southern Hemisphere,,1955-01-15,-0.1369
Southern Hemisphere,,1955-02-15,-0.2624
Southern Hemisphere,,1955-03-15,-0.1918
Southern Hemisphere,,1955-04-15,-0.2508
Southern Hemisphere,,1955-05-15,-0.4039
Southern Hemisphere,,1955-06-15,-0.3367
Southern Hemisphere,,1955-07-15,-0.3173
Southern Hemisphere,,1955-08-15,-0.2894
Southern Hemisphere,,1955-09-15,-0.2806
Southern Hemisphere,,1955-10-15,-0.3793
Southern Hemisphere,,1955-11-15,-0.4266
Southern Hemisphere,,1955-12-15,-0.4195
Southern Hemisphere,,1956-01-15,-0.3284
Southern Hemisphere,,1956-02-15,-0.269
Southern Hemisphere,,1956-03-15,-0.3351
Southern Hemisphere,,1956-04-15,-0.2866
Southern Hemisphere,,1956-05-15,-0.2482
Southern Hemisphere,,1956-06-15,-0.2144
Southern Hemisphere,,1956-07-15,-0.2056
Southern Hemisphere,,1956-08-15,-0.2143
Southern Hemisphere,,1956-09-15,-0.2013
Southern Hemisphere,,1956-10-15,-0.2167
Southern Hemisphere,,1956-11-15,-0.1824
Southern Hemisphere,,1956-12-15,-0.1912
Southern Hemisphere,,1957-01-15,-0.2123
Southern Hemisphere,,1957-02-15,-0.1203
Southern Hemisphere,,1957-03-15,-0.0931
Southern Hemisphere,,1957-04-15,-0.062
Southern Hemisphere,,1957-05-15,0.174
Southern Hemisphere,,1957-06-15,0.0842
Southern Hemisphere,,1957-07-15,0.0374
Southern Hemisphere,,1957-08-15,-0.0361
Southern Hemisphere,,1957-09-15,-0.093
Southern Hemisphere,,1957-10-15,-0.1239
Southern Hemisphere,,1957-11-15,-0.1212
Southern Hemisphere,,1957-12-15,-0.1421
Southern Hemisphere,,1958-01-15,-0.0078
Southern Hemisphere,,1958-02-15,-0.0387
Southern Hemisphere,,1958-03-15,-0.0782
Southern Hemisphere,,1958-04-15,-0.1968
Southern Hemisphere,,1958-05-15,-0.111
Southern Hemisphere,,1958-06-15,-0.1397
Southern Hemisphere,,1958-07-15,-0.1003
Southern Hemisphere,,1958-08-15,-0.0912
Southern Hemisphere,,1958-09-15,-0.1232
Southern Hemisphere,,1958-10-15,-0.1465
Southern Hemisphere,,1958-11-15,-0.1545
Southern Hemisphere,,1958-12-15,-0.0924
Southern Hemisphere,,1959-01-15,-0.0846
Southern Hemisphere,,1959-02-15,-0.1333
Southern Hemisphere,,1959-03-15,-0.1187
Southern Hemisphere,,1959-04-15,-0.0877
Southern Hemisphere,,1959-05-15,-0.0286
Southern Hemisphere,,1959-06-15,-0.1373
Southern Hemisphere,,1959-07-15,-0.1459
Southern Hemisphere,,1959-08-15,-0.0759
Southern Hemisphere,,1959-09-15,-0.1269
Southern Hemisphere,,1959-10-15,-0.0843
Southern Hemisphere,,1959-11-15,-0.189
Southern Hemisphere,,1959-12-15,-0.194
Southern Hemisphere,,1960-01-15,-0.1994
Southern Hemisphere,,1960-02-15,-0.2247
Southern Hemisphere,,1960-03-15,-0.1809
Southern Hemisphere,,1960-04-15,-0.204
Southern Hemisphere,,1960-05-15,-0.1032
Southern Hemisphere,,1960-06-15,-0.2323
Southern Hemisphere,,1960-07-15,-0.1652
Southern Hemisphere,,1960-08-15,-0.1126
Southern Hemisphere,,1960-09-15,-0.0514
Southern Hemisphere,,1960-10-15,-0.1712
Southern Hemisphere,,1960-11-15,-0.1894
Southern Hemisphere,,1960-12-15,-0.1109
Southern Hemisphere,,1961-01-15,-0.113
Southern Hemisphere,,1961-02-15,0.0387
Southern Hemisphere,,1961-03-15,-0.0742
Southern Hemisphere,,1961-04-15,-0.0312
Southern Hemisphere,,1961-05-15,0.0089
Southern Hemisphere,,1961-06-15,0.0755
Southern Hemisphere,,1961-07-15,-0.0861
Southern Hemisphere,,1961-08-15,-0.0824
Southern Hemisphere,,1961-09-15,-0.1745
Southern Hemisphere,,1961-10-15,-0.1582
Southern Hemisphere,,1961-11-15,-0.1248
Southern Hemisphere,,1961-12-15,-0.2095
Southern Hemisphere,,1962-01-15,-0.1433
Southern Hemisphere,,1962-02-15,-0.1144
Southern Hemisphere,,1962-03-15,-0.1285
Southern Hemisphere,,1962-04-15,-0.1567
Southern Hemisphere,,1962-05-15,-0.1374
Southern Hemisphere,,1962-06-15,-0.0936
Southern Hemisphere,,1962-07-15,-0.0962
Southern Hemisphere,,1962-08-15,-0.1387
Southern Hemisphere,,1962-09-15,-0.1451
Southern Hemisphere,,1962-10-15,-0.0891
Southern Hemisphere,,1962-11-15,-0.1704
Southern Hemisphere,,1962-12-15,-0.2283
Southern Hemisphere,,1963-01-15,-0.243
Southern Hemisphere,,1963-02-15,-0.2122
Southern Hemisphere,,1963-03-15,-0.205
Southern Hemisphere,,1963-04-15,-0.1337
Southern Hemisphere,,1963-05-15,-0.027
Southern Hemisphere,,1963-06-15,-0.0954
Southern Hemisphere,,1963-07-15,-0.0693
Southern Hemisphere,,1963-08-15,-0.0354
Southern Hemisphere,,1963-09-15,-0.0885
Southern Hemisphere,,1963-10-15,-0.1305
Southern Hemisphere,,1963-11-15,-0.1747
Southern Hemisphere,,1963-12-15,-0.1712
Southern Hemisphere,,1964-01-15,-0.2976
Southern Hemisphere,,1964-02-15,-0.2614
Southern Hemisphere,,1964-03-15,-0.285
Southern Hemisphere,,1964-04-15,-0.3543
Southern Hemisphere,,1964-05-15,-0.3846
Southern Hemisphere,,1964-06-15,-0.2625
Southern Hemisphere,,1964-07-15,-0.3386
Southern Hemisphere,,1964-08-15,-0.3777
Southern Hemisphere,,1964-09-15,-0.3637
Southern Hemisphere,,1964-10-15,-0.2834
Southern Hemisphere,,1964-11-15,-0.4779
Southern Hemisphere,,1964-12-15,-0.4973
Southern Hemisphere,,1965-01-15,-0.2766
Southern Hemisphere,,1965-02-15,-0.2594
Southern Hemisphere,,1965-03-15,-0.3465
Southern Hemisphere,,1965-04-15,-0.247
Southern Hemisphere,,1965-05-15,-0.2558
Southern Hemisphere,,1965-06-15,-0.2382
Southern Hemisphere,,1965-07-15,-0.253
Southern Hemisphere,,1965-08-15,-0.2103
Southern Hemisphere,,1965-09-15,-0.1358
Southern Hemisphere,,1965-10-15,-0.2445
Southern Hemisphere,,1965-11-15,-0.2987
Southern Hemisphere,,1965-12-15,-0.2329
Southern Hemisphere,,1966-01-15,-0.2541
Southern Hemisphere,,1966-02-15,-0.2775
Southern Hemisphere,,1966-03-15,-0.2911
Southern Hemisphere,,1966-04-15,-0.132
Southern Hemisphere,,1966-05-15,-0.295
Southern Hemisphere,,1966-06-15,-0.1954
Southern Hemisphere,,1966-07-15,-0.1112
Southern Hemisphere,,1966-08-15,-0.2084
Southern Hemisphere,,1966-09-15,-0.2158
Southern Hemisphere,,1966-10-15,-0.3222
Southern Hemisphere,,1966-11-15,-0.2606
Southern Hemisphere,,1966-12-15,-0.164
Southern Hemisphere,,1967-01-15,-0.2998
Southern Hemisphere,,1967-02-15,-0.2784
Southern Hemisphere,,1967-03-15,-0.1897
Southern Hemisphere,,1967-04-15,-0.3449
Southern Hemisphere,,1967-05-15,-0.1702
Southern Hemisphere,,1967-06-15,-0.2041
Southern Hemisphere,,1967-07-15,-0.2614
Southern Hemisphere,,1967-08-15,-0.3236
Southern Hemisphere,,1967-09-15,-0.3078
Southern Hemisphere,,1967-10-15,-0.3672
Southern Hemisphere,,1967-11-15,-0.2818
Southern Hemisphere,,1967-12-15,-0.4153
Southern Hemisphere,,1968-01-15,-0.3543
Southern Hemisphere,,1968-02-15,-0.4248
Southern Hemisphere,,1968-03-15,-0.3729
Southern Hemisphere,,1968-04-15,-0.3572
Southern Hemisphere,,1968-05-15,-0.4039
Southern Hemisphere,,1968-06-15,-0.2846
Southern Hemisphere,,1968-07-15,-0.2825
Southern Hemisphere,,1968-08-15,-0.1681
Southern Hemisphere,,1968-09-15,-0.162
Southern Hemisphere,,1968-10-15,-0.1301
Southern Hemisphere,,1968-11-15,-0.0941
Southern Hemisphere,,1968-12-15,0.03
Southern Hemisphere,,1969-01-15,0.0005
Southern Hemisphere,,1969-02-15,0.0313
Southern Hemisphere,,1969-03-15,0.09
Southern Hemisphere,,1969-04-15,0.0668
Southern Hemisphere,,1969-05-15,0.1296
Southern Hemisphere,,1969-06-15,0.0617
Southern Hemisphere,,1969-07-15,-0.1294
Southern Hemisphere,,1969-08-15,-0.0017
Southern Hemisphere,,1969-09-15,-0.0425
Southern Hemisphere,,1969-10-15,0.0028
Southern Hemisphere,,1969-11-15,-0.017
Southern Hemisphere,,1969-12-15,0.0395
Southern Hemisphere,,1970-01-15,0.0956
Southern Hemisphere,,1970-02-15,-0.0523
Southern Hemisphere,,1970-03-15,-0.0606
Southern Hemisphere,,1970-04-15,-0.09
Southern Hemisphere,,1970-05-15,-0.0884
Southern Hemisphere,,1970-06-15,-0.223
Southern Hemisphere,,1970-07-15,-0.1413
Southern Hemisphere,,1970-08-15,-0.1749
Southern Hemisphere,,1970-09-15,-0.1655
Southern Hemisphere,,1970-10-15,-0.1123
Southern Hemisphere,,1970-11-15,-0.0899
Southern Hemisphere,,1970-12-15,-0.1655
Southern Hemisphere,,1971-01-15,-0.2131
Southern Hemisphere,,1971-02-15,-0.2953
Southern Hemisphere,,1971-03-15,-0.3133
Southern Hemisphere,,1971-04-15,-0.2203
Southern Hemisphere,,1971-05-15,-0.194
Southern Hemisphere,,1971-06-15,-0.2478
Southern Hemisphere,,1971-07-15,-0.1781
Southern Hemisphere,,1971-08-15,-0.2471
Southern Hemisphere,,1971-09-15,-0.1381
Southern Hemisphere,,1971-10-15,-0.1588
Southern Hemisphere,,1971-11-15,-0.1519
Southern Hemisphere,,1971-12-15,-0.3639
Southern Hemisphere,,1972-01-15,-0.0444
Southern Hemisphere,,1972-02-15,-0.0065
Southern Hemisphere,,1972-03-15,-0.0217
Southern Hemisphere,,1972-04-15,-0.0456
Southern Hemisphere,,1972-05-15,-0.0016
Southern Hemisphere,,1972-06-15,-0.0231
Southern Hemisphere,,1972-07-15,0.0268
Southern Hemisphere,,1972-08-15,0.075
Southern Hemisphere,,1972-09-15,0.1121
Southern Hemisphere,,1972-10-15,0.1023
Southern Hemisphere,,1972-11-15,0.2394
Southern Hemisphere,,1972-12-15,0.3739
Southern Hemisphere,,1973-01-15,0.2316
Southern Hemisphere,,1973-02-15,0.134
Southern Hemisphere,,1973-03-15,0.1945
Southern Hemisphere,,1973-04-15,0.1155
Southern Hemisphere,,1973-05-15,0.0415
Southern Hemisphere,,1973-06-15,0.051
Southern Hemisphere,,1973-07-15,0.0748
Southern Hemisphere,,1973-08-15,0.0784
Southern Hemisphere,,1973-09-15,0.063
Southern Hemisphere,,1973-10-15,0.0306
Southern Hemisphere,,1973-11-15,-0.0243
Southern Hemisphere,,1973-12-15,-0.0708
Southern Hemisphere,,1974-01-15,-0.2018
Southern Hemisphere,,1974-02-15,-0.2792
Southern Hemisphere,,1974-03-15,-0.2315
Southern Hemisphere,,1974-04-15,-0.1236
Southern Hemisphere,,1974-05-15,-0.0391
Southern Hemisphere,,1974-06-15,-0.043
Southern Hemisphere,,1974-07-15,-0.0843
Southern Hemisphere,,1974-08-15,0.0397
Southern Hemisphere,,1974-09-15,0.0368
Southern Hemisphere,,1974-10-15,-0.0661
Southern Hemisphere,,1974-11-15,-0.0687
Southern Hemisphere,,1974-12-15,-0.1124
Southern Hemisphere,,1975-01-15,-0.1973
Southern Hemisphere,,1975-02-15,-0.1028
Southern Hemisphere,,1975-03-15,-0.0816
Southern Hemisphere,,1975-04-15,-0.0594
Southern Hemisphere,,1975-05-15,-0.0332
Southern Hemisphere,,1975-06-15,-0.0227
Southern Hemisphere,,1975-07-15,-0.0377
Southern Hemisphere,,1975-08-15,-0.0702
Southern Hemisphere,,1975-09-15,-0.1043
Southern Hemisphere,,1975-10-15,-0.1162
Southern Hemisphere,,1975-11-15,-0.2247
Southern Hemisphere,,1975-12-15,-0.2777
Southern Hemisphere,,1976-01-15,-0.2922
Southern Hemisphere,,1976-02-15,-0.1927
Southern Hemisphere,,1976-03-15,-0.1759
Southern Hemisphere,,1976-04-15,-0.1562
Southern Hemisphere,,1976-05-15,-0.2163
Southern Hemisphere,,1976-06-15,-0.153
Southern Hemisphere,,1976-07-15,0.0122
Southern Hemisphere,,1976-08-15,-0.0698
Southern Hemisphere,,1976-09-15,-0.0346
Southern Hemisphere,,1976-10-15,-0.0105
Southern Hemisphere,,1976-11-15,0.1561
Southern Hemisphere,,1976-12-15,0.2172
Southern Hemisphere,,1977-01-15,0.3191
Southern Hemisphere,,1977-02-15,0.2294
Southern Hemisphere,,1977-03-15,0.1618
Southern Hemisphere,,1977-04-15,0.1581
Southern Hemisphere,,1977-05-15,0.1754
Southern Hemisphere,,1977-06-15,0.1456
Southern Hemisphere,,1977-07-15,0.0943
Southern Hemisphere,,1977-08-15,0.0142
Southern Hemisphere,,1977-09-15,0.0612
Southern Hemisphere,,1977-10-15,0.128
Southern Hemisphere,,1977-11-15,0.0873
Southern Hemisphere,,1977-12-15,-0.0573
Southern Hemisphere,,1978-01-15,0.0601
Southern Hemisphere,,1978-02-15,0.0141
Southern Hemisphere,,1978-03-15,0.0844
Southern Hemisphere,,1978-04-15,-0.0465
Southern Hemisphere,,1978-05-15,0.1101
Southern Hemisphere,,1978-06-15,0.04
Southern Hemisphere,,1978-07-15,0.0345
Southern Hemisphere,,1978-08-15,-0.0219
Southern Hemisphere,,1978-09-15,0.0815
Southern Hemisphere,,1978-10-15,-0.0977
Southern Hemisphere,,1978-11-15,0.0782
Southern Hemisphere,,1978-12-15,0.0628
Southern Hemisphere,,1979-01-15,0.1225
Southern Hemisphere,,1979-02-15,0.1036
Southern Hemisphere,,1979-03-15,0.147
Southern Hemisphere,,1979-04-15,0.2089
Southern Hemisphere,,1979-05-15,0.1078
Southern Hemisphere,,1979-06-15,0.1421
Southern Hemisphere,,1979-07-15,0.1859
Southern Hemisphere,,1979-08-15,0.1754
Southern Hemisphere,,1979-09-15,0.161
Southern Hemisphere,,1979-10-15,0.1862
Southern Hemisphere,,1979-11-15,0.2715
Southern Hemisphere,,1979-12-15,0.2648
Southern Hemisphere,,1980-01-15,0.2488
Southern Hemisphere,,1980-02-15,0.286
Southern Hemisphere,,1980-03-15,0.3471
Southern Hemisphere,,1980-04-15,0.2359
Southern Hemisphere,,1980-05-15,0.1289
Southern Hemisphere,,1980-06-15,0.1398
Southern Hemisphere,,1980-07-15,0.1268
Southern Hemisphere,,1980-08-15,0.0544
Southern Hemisphere,,1980-09-15,0.0612
Southern Hemisphere,,1980-10-15,0.0528
Southern Hemisphere,,1980-11-15,0.1374
Southern Hemisphere,,1980-12-15,0.1356
Southern Hemisphere,,1981-01-15,0.1125
Southern Hemisphere,,1981-02-15,0.0331
Southern Hemisphere,,1981-03-15,0.0961
Southern Hemisphere,,1981-04-15,0.0622
Southern Hemisphere,,1981-05-15,0.1045
Southern Hemisphere,,1981-06-15,0.1795
Southern Hemisphere,,1981-07-15,0.1986
Southern Hemisphere,,1981-08-15,0.1444
Southern Hemisphere,,1981-09-15,0.1345
Southern Hemisphere,,1981-10-15,0.0406
Southern Hemisphere,,1981-11-15,0.0581
Southern Hemisphere,,1981-12-15,0.1752
Southern Hemisphere,,1982-01-15,0.1256
Southern Hemisphere,,1982-02-15,0.0107
Southern Hemisphere,,1982-03-15,-0.0308
Southern Hemisphere,,1982-04-15,0.0429
Southern Hemisphere,,1982-05-15,0.1021
Southern Hemisphere,,1982-06-15,0.0427
Southern Hemisphere,,1982-07-15,0.0659
Southern Hemisphere,,1982-08-15,0.0988
Southern Hemisphere,,1982-09-15,0.1818
Southern Hemisphere,,1982-10-15,0.1885
Southern Hemisphere,,1982-11-15,0.1738
Southern Hemisphere,,1982-12-15,0.2314
Southern Hemisphere,,1983-01-15,0.3496
Southern Hemisphere,,1983-02-15,0.379
Southern Hemisphere,,1983-03-15,0.2839
Southern Hemisphere,,1983-04-15,0.3155
Southern Hemisphere,,1983-05-15,0.2585
Southern Hemisphere,,1983-06-15,0.2867
Southern Hemisphere,,1983-07-15,0.2191
Southern Hemisphere,,1983-08-15,0.2502
Southern Hemisphere,,1983-09-15,0.1834
Southern Hemisphere,,1983-10-15,0.181
Southern Hemisphere,,1983-11-15,0.1724
Southern Hemisphere,,1983-12-15,0.1568
Southern Hemisphere,,1984-01-15,0.1876
Southern Hemisphere,,1984-02-15,0.1892
Southern Hemisphere,,1984-03-15,0.1153
Southern Hemisphere,,1984-04-15,0.1289
Southern Hemisphere,,1984-05-15,0.0677
Southern Hemisphere,,1984-06-15,0.1066
Southern Hemisphere,,1984-07-15,-0.0111
Southern Hemisphere,,1984-08-15,0.1464
Southern Hemisphere,,1984-09-15,0.2455
Southern Hemisphere,,1984-10-15,0.0778
Southern Hemisphere,,1984-11-15,0.1389
Southern Hemisphere,,1984-12-15,0.1271
Southern Hemisphere,,1985-01-15,0.1739
Southern Hemisphere,,1985-02-15,0.2152
Southern Hemisphere,,1985-03-15,0.1795
Southern Hemisphere,,1985-04-15,0.1307
Southern Hemisphere,,1985-05-15,0.1548
Southern Hemisphere,,1985-06-15,0.0384
Southern Hemisphere,,1985-07-15,0.1654
Southern Hemisphere,,1985-08-15,0.1263
Southern Hemisphere,,1985-09-15,0.1013
Southern Hemisphere,,1985-10-15,0.1493
Southern Hemisphere,,1985-11-15,0.0226
Southern Hemisphere,,1985-12-15,0.1278
Southern Hemisphere,,1986-01-15,0.0713
Southern Hemisphere,,1986-02-15,0.1667
Southern Hemisphere,,1986-03-15,0.1142
Southern Hemisphere,,1986-04-15,0.0695
Southern Hemisphere,,1986-05-15,0.0473
Southern Hemisphere,,1986-06-15,0.0932
Southern Hemisphere,,1986-07-15,0.1195
Southern Hemisphere,,1986-08-15,0.0803
Southern Hemisphere,,1986-09-15,0.1655
Southern Hemisphere,,1986-10-15,0.2468
Southern Hemisphere,,1986-11-15,0.1687
Southern Hemisphere,,1986-12-15,0.095
Southern Hemisphere,,1987-01-15,0.209
Southern Hemisphere,,1987-02-15,0.2375
Southern Hemisphere,,1987-03-15,0.2666
Southern Hemisphere,,1987-04-15,0.2442
Southern Hemisphere,,1987-05-15,0.229
Southern Hemisphere,,1987-06-15,0.2166
Southern Hemisphere,,1987-07-15,0.347
Southern Hemisphere,,1987-08-15,0.338
Southern Hemisphere,,1987-09-15,0.3474
Southern Hemisphere,,1987-10-15,0.2765
Southern Hemisphere,,1987-11-15,0.3343
Southern Hemisphere,,1987-12-15,0.2748
Southern Hemisphere,,1988-01-15,0.3452
Southern Hemisphere,,1988-02-15,0.3608
Southern Hemisphere,,1988-03-15,0.3073
Southern Hemisphere,,1988-04-15,0.2627
Southern Hemisphere,,1988-05-15,0.2944
Southern Hemisphere,,1988-06-15,0.2276
Southern Hemisphere,,1988-07-15,0.1473
Southern Hemisphere,,1988-08-15,0.1968
Southern Hemisphere,,1988-09-15,0.2262
Southern Hemisphere,,1988-10-15,0.1554
Southern Hemisphere,,1988-11-15,0.132
Southern Hemisphere,,1988-12-15,0.0522
Southern Hemisphere,,1989-01-15,0.152
Southern Hemisphere,,1989-02-15,0.143
Southern Hemisphere,,1989-03-15,0.1691
Southern Hemisphere,,1989-04-15,0.1236
Southern Hemisphere,,1989-05-15,0.1004
Southern Hemisphere,,1989-06-15,0.0974
Southern Hemisphere,,1989-07-15,0.1897
Southern Hemisphere,,1989-08-15,0.2602
Southern Hemisphere,,1989-09-15,0.2018
Southern Hemisphere,,1989-10-15,0.1628
Southern Hemisphere,,1989-11-15,0.1919
Southern Hemisphere,,1989-12-15,0.2094
Southern Hemisphere,,1990-01-15,0.2077
Southern Hemisphere,,1990-02-15,0.3045
Southern Hemisphere,,1990-03-15,0.2711
Southern Hemisphere,,1990-04-15,0.3382
Southern Hemisphere,,1990-05-15,0.275
Southern Hemisphere,,1990-06-15,0.2716
Southern Hemisphere,,1990-07-15,0.2586
Southern Hemisphere,,1990-08-15,0.221
Southern Hemisphere,,1990-09-15,0.1603
Southern Hemisphere,,1990-10-15,0.2635
Southern Hemisphere,,1990-11-15,0.1619
Southern Hemisphere,,1990-12-15,0.1994
Southern Hemisphere,,1991-01-15,0.2047
Southern Hemisphere,,1991-02-15,0.2097
Southern Hemisphere,,1991-03-15,0.276
Southern Hemisphere,,1991-04-15,0.3293
Southern Hemisphere,,1991-05-15,0.4066
Southern Hemisphere,,1991-06-15,0.1914
Southern Hemisphere,,1991-07-15,0.3176
Southern Hemisphere,,1991-08-15,0.315
Southern Hemisphere,,1991-09-15,0.2464
Southern Hemisphere,,1991-10-15,0.2023
Southern Hemisphere,,1991-11-15,0.1712
Southern Hemisphere,,1991-12-15,0.2037
Southern Hemisphere,,1992-01-15,0.2566
Southern Hemisphere,,1992-02-15,0.2456
Southern Hemisphere,,1992-03-15,0.2523
Southern Hemisphere,,1992-04-15,0.2598
Southern Hemisphere,,1992-05-15,0.2587
Southern Hemisphere,,1992-06-15,0.2228
Southern Hemisphere,,1992-07-15,0.17
Southern Hemisphere,,1992-08-15,0.181
Southern Hemisphere,,1992-09-15,0.1423
Southern Hemisphere,,1992-10-15,0.0615
Southern Hemisphere,,1992-11-15,0.0901
Southern Hemisphere,,1992-12-15,0.0839
Southern Hemisphere,,1993-01-15,0.28
Southern Hemisphere,,1993-02-15,0.1961
Southern Hemisphere,,1993-03-15,0.2797
Southern Hemisphere,,1993-04-15,0.158
Southern Hemisphere,,1993-05-15,0.2614
Southern Hemisphere,,1993-06-15,0.2791
Southern Hemisphere,,1993-07-15,0.1805
Southern Hemisphere,,1993-08-15,0.2286
Southern Hemisphere,,1993-09-15,0.3004
Southern Hemisphere,,1993-10-15,0.2122
Southern Hemisphere,,1993-11-15,0.2956
Southern Hemisphere,,1993-12-15,0.1343
Southern Hemisphere,,1994-01-15,0.1837
Southern Hemisphere,,1994-02-15,0.1243
Southern Hemisphere,,1994-03-15,0.2712
Southern Hemisphere,,1994-04-15,0.1358
Southern Hemisphere,,1994-05-15,0.2666
Southern Hemisphere,,1994-06-15,0.1783
